Date,Month,Ward,Location,Road_Type,No_of_vehicles_involved,Minor_Injury,Severe_Injury,Fatal/Death,Time_Range,Cause,Month_Num,Nepali_Season,Season,Weather_Clear,Weather_Cold,Weather_Cool,Weather_Dry,Weather_Dusty,Weather_Foggy,Weather_Frosty,Weather_Hot,Weather_Humid,Weather_Mild,Weather_Overcast,Weather_Pleasant,Weather_Rainy,Weather_Thunderstorm,Weather_Warm,Weather_Windy,Severity,Total_Injuries,Casualties
2081-04-02 00:00:00,Shrawan,4,oil nigam,highway,2,1,0,0,06:00-12:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-02 00:00:00,Shrawan,12,roadcess chowk,highway,2,4,0,0,06:00-12:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-04-02 00:00:00,Shrawan,4,rajbanshi chowk,highway,2,0,1,0,12:00-18:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,1,1
2081-04-02 00:00:00,Shrawan,13,rani,inner paved road,1,29,0,1,12:00-18:00,pedestrian’s fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,high,29,30
2081-04-03 00:00:00,Shrawan,18,rani,inner paved road,1,1,0,0,18:00-00:00,drunk and drive,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-05 00:00:00,Shrawan,19,pushpalal chowk,inner paved road,2,1,0,0,12:00-18:00,pedestrian’s fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-05 00:00:00,Shrawan,7,danphe chowk,inner paved road,1,2,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-06 00:00:00,Shrawan,8,bishwakarma chowk,inner paved road,1,0,0,0,12:00-18:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,0,0
2081-04-06 00:00:00,Shrawan,1,neta chowk,inner paved road,1,1,0,0,18:00-00:00,weather condition,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-07 00:00:00,Shrawan,4,ikrahi,inner paved road,1,1,0,0,12:00-18:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-09 00:00:00,Shrawan,9,bus park,highway,2,1,1,0,18:00-00:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,2,2
2081-04-09 00:00:00,Shrawan,15,bhatta chowk,inner paved road,1,1,0,0,18:00-00:00,drunk and drive,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-09 00:00:00,Shrawan,16,rani,inner paved road,1,1,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-10 00:00:00,Shrawan,3,kanchanbari,highway,2,1,0,0,00:00-06:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-11 00:00:00,Shrawan,5,bargachhi,highway,2,1,0,0,06:00-12:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-12 00:00:00,Shrawan,13,rani,inner paved road,2,3,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,3,3
2081-04-13 00:00:00,Shrawan,12,rani,inner paved road,2,1,0,0,00:00-06:00,pedestrian’s fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-15 00:00:00,Shrawan,4,kanchanbari,highway,2,3,0,0,18:00-00:00,drunk and drive,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,3,3
2081-04-15 00:00:00,Shrawan,4,airport road,highway,2,2,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-16 00:00:00,Shrawan,1,triveni marg,inner paved road,2,1,0,0,06:00-12:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-17 00:00:00,Shrawan,19,pushpalal chowk,inner paved road,2,4,0,0,12:00-18:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-04-17 00:00:00,Shrawan,4,pipal chowk,highway,1,1,0,0,12:00-18:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-17 00:00:00,Shrawan,15,rani,inner paved road,2,3,0,0,12:00-18:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,3,3
2081-04-17 00:00:00,Shrawan,19,pushpalal chowk,inner paved road,1,1,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-17 00:00:00,Shrawan,18,rani,inner paved road,1,1,0,0,18:00-00:00,overtake,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-18 00:00:00,Shrawan,3,oil nigam,inner paved road,2,1,0,0,18:00-00:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-19 00:00:00,Shrawan,4,oil nigam,inner paved road,2,1,1,0,18:00-00:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,2,2
2081-04-19 00:00:00,Shrawan,5,birat nursing home,inner paved road,2,2,0,0,18:00-00:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-20 00:00:00,Shrawan,9,traffic chowk,inner paved road,2,1,0,0,18:00-00:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-20 00:00:00,Shrawan,14,rani,highway,1,0,1,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,1,1
2081-04-21 00:00:00,Shrawan,14,rani,highway,2,1,0,0,12:00-18:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-22 00:00:00,Shrawan,10,roadcess chowk,highway,2,2,0,0,18:00-00:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-23 00:00:00,Shrawan,5,pipal chowk,highway,1,2,0,0,00:00-06:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-23 00:00:00,Shrawan,14,rani,inner paved road,2,1,0,0,12:00-18:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-23 00:00:00,Shrawan,4,oil nigam,highway,2,3,0,0,12:00-18:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,3,3
2081-04-23 00:00:00,Shrawan,10,sombare chowk,inner paved road,2,2,0,0,12:00-18:00,traffic rule violation,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-24 00:00:00,Shrawan,4,oil nigam,highway,2,7,0,0,06:00-12:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,7,7
2081-04-25 00:00:00,Shrawan,15,bhatta chowk,inner paved road,2,1,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-29 00:00:00,Shrawan,3,airport road,highway,1,0,1,0,18:00-00:00,crossroad,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,1,1
2081-04-30 00:00:00,Shrawan,3,oil nigam,highway,2,1,0,0,18:00-00:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-04-30 00:00:00,Shrawan,3,pipal chowk,highway,2,0,0,1,18:00-00:00,drunk and drive,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,high,0,1
2081-04-31,Shrawan,15,panitanki,highway,2,2,0,0,12:00-18:00,driver's fault,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-04-31,Shrawan,4,pipal chowk,highway,2,1,0,0,12:00-18:00,speeding,4,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-01 00:00:00,Bhadra,3,pushpalal chowk,inner paved road,1,1,0,0,12:00-18:00,passenger’s fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-03 00:00:00,Bhadra,5,kochakhal,inner paved road,1,1,0,0,18:00-00:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-04 00:00:00,Bhadra,6,kesaliya,inner paved road,1,1,0,0,06:00-12:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-04 00:00:00,Bhadra,4,rato pull,inner paved road,2,1,1,1,06:00-12:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,high,2,3
2081-05-06 00:00:00,Bhadra,18,icp chowk,inner paved road,2,4,0,0,12:00-18:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-05-06 00:00:00,Bhadra,14,rani,inner paved road,1,1,0,0,18:00-00:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-07 00:00:00,Bhadra,13,rani,highway,2,4,0,0,12:00-18:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-05-07 00:00:00,Bhadra,6,kesaliya,inner paved road,1,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-08 00:00:00,Bhadra,18,rani,inner paved road,1,1,0,0,12:00-18:00,weather condition,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-10 00:00:00,Bhadra,9,shani mandir,highway,2,2,0,0,06:00-12:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-10 00:00:00,Bhadra,12,mahendra morang campus,inner paved road,1,1,0,0,12:00-18:00,pedestrian’s fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-10 00:00:00,Bhadra,12,rani,highway,2,2,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-10 00:00:00,Bhadra,12,rani,inner paved road,2,1,1,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,2,2
2081-05-11 00:00:00,Bhadra,18,rani,inner paved road,1,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-13 00:00:00,Bhadra,14,rani,inner paved road,2,1,0,0,12:00-18:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-13 00:00:00,Bhadra,13,rajbanshi chowk,highway,2,1,0,0,12:00-18:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-14 00:00:00,Bhadra,14,hanuman mandir,highway,2,6,0,0,06:00-12:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,6,6
2081-05-15 00:00:00,Bhadra,13,rani,inner paved road,1,0,1,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,1,1
2081-05-15 00:00:00,Bhadra,11,hatkhola,highway,1,1,0,0,18:00-00:00,drunk and drive,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-16 00:00:00,Bhadra,15,hanuman mandir,highway,2,2,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-16 00:00:00,Bhadra,13,rani,inner paved road,2,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-17 00:00:00,Bhadra,12,roadcess chowk,highway,2,1,0,0,06:00-12:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-17 00:00:00,Bhadra,13,rani,inner paved road,1,2,0,0,12:00-18:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-17 00:00:00,Bhadra,2,thulo mill,inner paved road,1,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-17 00:00:00,Bhadra,2,tinpaini,inner paved road,3,1,0,0,06:00-12:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-18 00:00:00,Bhadra,13,rani,highway,2,3,0,0,06:00-12:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,3,3
2081-05-18 00:00:00,Bhadra,3,oil nigam,highway,2,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-18 00:00:00,Bhadra,3,dhat,inner paved road,1,0,0,1,00:00-06:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,high,0,1
2081-05-19 00:00:00,Bhadra,9,mahendra chowk,highway,1,0,1,0,06:00-12:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,1,1
2081-05-20 00:00:00,Bhadra,4,oil nigam,highway,1,1,1,0,12:00-18:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,2,2
2081-05-22 00:00:00,Bhadra,13,rani,inner paved road,2,2,0,0,12:00-18:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-22 00:00:00,Bhadra,15,hanuman mandir,highway,2,4,0,0,12:00-18:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-05-23 00:00:00,Bhadra,4,kharji chowk,highway,1,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-24 00:00:00,Bhadra,9,shani mandir,inner paved road,1,1,0,0,12:00-18:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-24 00:00:00,Bhadra,13,rani,highway,1,4,0,0,18:00-00:00,traffic rule violation,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,4,4
2081-05-24 00:00:00,Bhadra,4,oil nigam,inner paved road,2,1,0,0,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-27 00:00:00,Bhadra,4,ward office,inner paved road,1,2,0,0,18:00-00:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,2,2
2081-05-29 00:00:00,Bhadra,3,ddc,highway,1,1,0,0,06:00-12:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-29 00:00:00,Bhadra,4,oil nigam,highway,2,1,0,0,12:00-18:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,low,1,1
2081-05-30 00:00:00,Bhadra,14,hanuman mandir,highway,2,0,1,1,18:00-00:00,speeding,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,high,1,2
2081-05-31 00:00:00,Bhadra,10,jahada road,inner paved road,2,1,1,0,12:00-18:00,driver's fault,5,Barkha,Summer,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,medium,2,2
2081-06-01 00:00:00,Ashwin,13,rani,inner paved road,2,1,0,0,06:00-12:00,driver's fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-01 00:00:00,Ashwin,3,kharji chowk,highway,2,3,0,0,18:00-00:00,pedestrian’s fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2081-06-01 00:00:00,Ashwin,13,rani,highway,4,6,0,0,18:00-00:00,crossroad,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,6,6
2081-06-03 00:00:00,Ashwin,2,pushpalal chowk,inner paved road,2,1,0,0,06:00-12:00,traffic rule violation,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-03 00:00:00,Ashwin,7,hatkhola,inner paved road,1,1,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-04 00:00:00,Ashwin,15,hanuman mandir,highway,2,2,0,0,06:00-12:00,pedestrian’s fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-06 00:00:00,Ashwin,13,rani,highway,2,1,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-07 00:00:00,Ashwin,15,rani,highway,3,2,0,0,12:00-18:00,drunk and drive,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-07 00:00:00,Ashwin,9,ghoghapul,inner paved road,2,2,0,0,12:00-18:00,driver's fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-08 00:00:00,Ashwin,14,rani,inner paved road,1,0,0,1,06:00-12:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,high,0,1
2081-06-08 00:00:00,Ashwin,2,tinpaini,inner paved road,2,1,0,0,12:00-18:00,driver's fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-08 00:00:00,Ashwin,10,dharmaman road,inner paved road,2,2,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-08 00:00:00,Ashwin,12,rani,inner paved road,1,1,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-11 00:00:00,Ashwin,10,college road,inner paved road,1,1,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-14 00:00:00,Ashwin,15,electricity office,highway,2,2,0,0,06:00-12:00,traffic rule violation,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-15 00:00:00,Ashwin,19,pushpalal chowk,inner paved road,2,1,0,0,12:00-18:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-15 00:00:00,Ashwin,4,ikrahi,inner paved road,2,1,0,0,12:00-18:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-16 00:00:00,Ashwin,8,shani mandir,highway,2,1,0,0,12:00-18:00,traffic rule violation,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-16 00:00:00,Ashwin,4,ddc,highway,1,1,0,0,18:00-00:00,drunk and drive,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-17 00:00:00,Ashwin,18,icp chowk,inner paved road,2,0,0,1,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,high,0,1
2081-06-18 00:00:00,Ashwin,3,pipal chowk,highway,2,1,0,0,18:00-00:00,vehicle condition,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-20 00:00:00,Ashwin,4,airport road,inner paved road,1,1,0,0,06:00-12:00,pedestrian’s fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-21 00:00:00,Ashwin,14,ntc office,highway,2,2,0,0,12:00-18:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-22 00:00:00,Ashwin,4,bargachhi,highway,1,4,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,4,4
2081-06-23 00:00:00,Ashwin,2,munalpath,highway,2,1,0,0,12:00-18:00,traffic rule violation,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-23 00:00:00,Ashwin,4,kharji chowk,highway,2,1,0,0,06:00-12:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-25 00:00:00,Ashwin,4,pipal chowk,highway,2,1,1,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,medium,2,2
2081-06-26 00:00:00,Ashwin,13,rani,highway,2,1,0,0,12:00-18:00,traffic rule violation,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-06-27 00:00:00,Ashwin,5,pipal chowk,highway,1,2,0,0,18:00-00:00,driver's fault,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-06-30 00:00:00,Ashwin,3,pokhariya,inner paved road,1,1,0,0,18:00-00:00,speeding,6,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-03 00:00:00,Kartik,9,shani mandir,highway,2,2,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-10 00:00:00,Kartik,4,kanchanbari,highway,2,1,0,0,18:00-00:00,drunk and drive,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-11 00:00:00,Kartik,4,pipal chowk,highway,3,2,0,0,12:00-18:00,overtake,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-11 00:00:00,Kartik,13,rani,inner paved road,2,1,0,0,18:00-00:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-12 00:00:00,Kartik,16,rani,inner paved road,2,1,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-13 00:00:00,Kartik,14,rani,inner paved road,2,1,0,0,06:00-12:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-13 00:00:00,Kartik,14,rani,highway,2,1,0,0,06:00-12:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-13 00:00:00,Kartik,13,rani,inner paved road,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-13 00:00:00,Kartik,17,rani,inner paved road,1,2,0,0,12:00-18:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-13 00:00:00,Kartik,13,rani,inner paved road,2,2,0,0,12:00-18:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-15 00:00:00,Kartik,4,oil nigam,highway,2,4,0,0,12:00-18:00,traffic rule violation,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,4,4
2081-07-15 00:00:00,Kartik,3,pipal chowk,highway,1,0,3,0,18:00-00:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,medium,3,3
2081-07-15 00:00:00,Kartik,10,tintoliya,inner paved road,2,3,0,0,00:00-06:00,speeding,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,3,3
2081-07-16 00:00:00,Kartik,15,rani,highway,1,1,0,0,18:00-00:00,crossroad,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-16 00:00:00,Kartik,4,oil nigam,highway,2,2,0,0,18:00-00:00,overtake,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-18 00:00:00,Kartik,4,oil nigam,highway,2,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-18 00:00:00,Kartik,12,bakhari,inner paved road,1,1,0,0,18:00-00:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-19 00:00:00,Kartik,3,oil nigam,highway,1,2,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
2081-07-19 00:00:00,Kartik,14,rani,inner paved road,1,1,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-21 00:00:00,Kartik,3,bargachhi,highway,2,1,0,0,06:00-12:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,1,1
2081-07-22 00:00:00,Kartik,14,rani,highway,2,2,0,0,12:00-18:00,driver's fault,7,Sharad,Autumn,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,low,2,2
